1544882907025,14863,0,20
1544882907093,6519,0,20
1544882907125,2598,0,20
1544882907191,6755,0,20
1544882907225,3339,0,20
1544882907292,7179,0,20
1544882907325,3361,0,20
1544882907393,7588,0,20
1544882907425,3362,0,20
1544882907493,7806,0,20
1544882907526,3572,0,20
1544882907593,7816,0,20
1544882907626,3643,0,20
1544882907695,8261,0,20
1544882907728,3693,0,20
1544882907794,7966,0,20
1544882907827,3744,0,20
1544882907894,8198,0,20
1544882907927,3776,0,20
1544882907999,8965,0,20
1544882908028,3327,0,20
1544882908096,8459,0,21
1544882908129,3837,0,21
1544882908195,8213,0,21
1544882908229,3986,0,21
1544882908262,3867,0,21
1544882908296,4018,0,21
1544882908396,12526,0,21
1544882908431,3602,0,21
1544882908464,3652,0,21
1544882908531,7999,0,21
1544882908565,3825,0,21
1544882908631,7993,0,21
1544882908665,3881,0,21
1544882908731,8072,0,21
1544882908765,3921,0,21
1544882908833,8438,0,21
1544882908867,3954,0,21
1544882908933,8183,0,21
1544882908967,3974,0,21
1544882909034,8389,0,21
1544882909067,18883,1,21
1544882909133,6313,0,21
1544882909169,3326,0,20
1544882909234,6606,0,20
1544882909267,3208,0,20
1544882909336,7417,0,20
1544882909368,3250,0,20
1544882909434,7312,0,20
1544882909468,3580,0,20
1544882909535,9265,0,20
1544882909569,4413,0,20
1544882909636,9271,0,20
1544882909671,4548,0,20
1544882909739,9403,0,20
1544882909770,3985,0,20
1544882909838,9425,0,20
1544882909873,4551,0,20
1544882909944,9842,0,20
1544882909974,3835,0,20
1544882910038,8778,0,20
1544882910071,4272,0,20
1544882910145,10254,0,20
1544882910174,3675,0,20
1544882910240,9049,0,21
1544882910272,4111,0,21
1544882910306,4405,0,21
1544882910339,4288,0,21
1544882910406,9280,0,21
1544882910478,9977,0,21
1544882910506,80,0,21
1544882910574,9425,0,21
1544882910610,4689,0,21
1544882910677,9284,0,21
1544882910712,4548,0,21
1544882910778,9143,0,21
1544882910809,4004,0,21
1544882910878,9552,0,21
1544882910907,2570,0,21
1544882910977,9693,0,21
1544882911010,4253,0,21
1544882911086,10515,0,21
1544882911112,19211,1,21
1544882911179,7027,0,21
1544882911209,2991,0,21
1544882911277,7615,0,21
1544882911310,3506,0,20
1544882911395,10385,0,20
1544882911411,1718,0,20
1544882911477,7965,0,20
1544882911510,3787,0,20
1544882911581,8966,0,20
1544882911613,3765,0,20
1544882911686,9474,0,20
1544882911712,2399,0,20
1544882911780,8968,0,20
1544882911812,3956,0,20
1544882911885,9876,0,20
1544882911917,3901,0,20
1544882911980,8448,0,20
1544882912014,4329,0,20
1544882912087,10084,0,20
1544882912114,3000,0,20
1544882912180,9088,0,20
1544882912215,4542,0,20
1544882912288,10125,0,20
1544882912318,3815,0,20
1544882912348,3819,0
1544882912383,4540,0
1544882912454,9833,0
1544882912514,8131,0
1544882912582,9387,0
1544882912616,4386,0
1544882912692,10500,0
1544882912716,2997,0
1544882912786,9720,0
1544882912818,4579,0
1544882912852,4879,0
1544882912921,10181,0
1544882912950,3308,0
1544882913019,10178,0
1544882913050,3802,0
1544882913119,10180,0
1544882913185,21009,1
1544882913218,3413,0
1544882913251,3882,0
1544882913319,8794,0
